datetime,trips_total,hour,weekday,month,is_weekend,trips_lag_1,trips_rolling_24h_mean
2025-05-08 20:00:00,1301,20,3,5,0,2022.0,1280.5833333333333
2025-05-08 21:00:00,959,21,3,5,0,1301.0,1285.625
2025-05-08 22:00:00,753,22,3,5,0,959.0,1287.5
2025-05-08 23:00:00,404,23,3,5,0,753.0,1289.25
2025-05-09 00:00:00,201,0,4,5,0,404.0,1292.25
2025-05-09 01:00:00,111,1,4,5,0,201.0,1294.0
2025-05-09 02:00:00,62,2,4,5,0,111.0,1295.3333333333333
2025-05-09 03:00:00,42,3,4,5,0,62.0,1296.0833333333333
2025-05-09 04:00:00,58,4,4,5,0,42.0,1296.4166666666667
2025-05-09 05:00:00,153,5,4,5,0,58.0,1295.6666666666667
2025-05-09 06:00:00,598,6,4,5,0,153.0,1287.5
2025-05-09 07:00:00,1529,7,4,5,0,598.0,1261.5833333333333
2025-05-09 08:00:00,2663,8,4,5,0,1529.0,1203.5416666666667
2025-05-09 09:00:00,1755,9,4,5,0,2663.0,1187.8333333333333
2025-05-09 10:00:00,1267,10,4,5,0,1755.0,1190.9583333333333
2025-05-09 11:00:00,1244,11,4,5,0,1267.0,1196.5416666666667
2025-05-09 12:00:00,1443,12,4,5,0,1244.0,1205.625
2025-05-09 13:00:00,1579,13,4,5,0,1443.0,1219.75
2025-05-09 14:00:00,1477,14,4,5,0,1579.0,1231.75
2025-05-09 15:00:00,1558,15,4,5,0,1477.0,1241.0416666666667
2025-05-09 16:00:00,2110,16,4,5,0,1558.0,1252.3333333333333
2025-05-09 17:00:00,2961,17,4,5,0,2110.0,1229.1666666666667
2025-05-09 18:00:00,2733,18,4,5,0,2961.0,1207.625
2025-05-09 19:00:00,1903,19,4,5,0,2733.0,1202.6666666666667
2025-05-09 20:00:00,1293,20,4,5,0,1903.0,1202.3333333333333
2025-05-09 21:00:00,894,21,4,5,0,1293.0,1199.625
2025-05-09 22:00:00,774,22,4,5,0,894.0,1200.5
2025-05-09 23:00:00,609,23,4,5,0,774.0,1209.0416666666667
2025-05-10 00:00:00,361,0,5,5,1,609.0,1215.7083333333333
2025-05-10 01:00:00,230,1,5,5,1,361.0,1220.6666666666667
2025-05-10 02:00:00,131,2,5,5,1,230.0,1223.5416666666667
2025-05-10 03:00:00,94,3,5,5,1,131.0,1225.7083333333333
2025-05-10 04:00:00,84,4,5,5,1,94.0,1226.7916666666667
2025-05-10 05:00:00,86,5,5,5,1,84.0,1224.0
2025-05-10 06:00:00,172,6,5,5,1,86.0,1206.25
2025-05-10 07:00:00,372,7,5,5,1,172.0,1158.0416666666667
2025-05-10 08:00:00,849,8,5,5,1,372.0,1082.4583333333333
2025-05-10 09:00:00,1309,9,5,5,1,849.0,1063.875
2025-05-10 10:00:00,1741,10,5,5,1,1309.0,1083.625
2025-05-10 11:00:00,2001,11,5,5,1,1741.0,1115.1666666666667
2025-05-10 12:00:00,2135,12,5,5,1,2001.0,1144.0
2025-05-10 13:00:00,2302,13,5,5,1,2135.0,1174.125
2025-05-10 14:00:00,2308,14,5,5,1,2302.0,1208.75
2025-05-10 15:00:00,2353,15,5,5,1,2308.0,1241.875
2025-05-10 16:00:00,2484,16,5,5,1,2353.0,1257.4583333333333
2025-05-10 17:00:00,2512,17,5,5,1,2484.0,1238.75
2025-05-10 18:00:00,2214,18,5,5,1,2512.0,1217.125
2025-05-10 19:00:00,1845,19,5,5,1,2214.0,1214.7083333333333
2025-05-10 20:00:00,1321,20,5,5,1,1845.0,1215.875
2025-05-10 21:00:00,1016,21,5,5,1,1321.0,1220.9583333333333
2025-05-10 22:00:00,749,22,5,5,1,1016.0,1219.9166666666667
2025-05-10 23:00:00,608,23,5,5,1,749.0,1219.875
2025-05-11 00:00:00,428,0,6,5,1,608.0,1222.6666666666667
2025-05-11 01:00:00,264,1,6,5,1,428.0,1224.0833333333333
2025-05-11 02:00:00,152,2,6,5,1,264.0,1224.9583333333333
2025-05-11 03:00:00,104,3,6,5,1,152.0,1225.375
2025-05-11 04:00:00,80,4,6,5,1,104.0,1225.2083333333333
2025-05-11 05:00:00,77,5,6,5,1,80.0,1224.8333333333333
2025-05-11 06:00:00,164,6,6,5,1,77.0,1224.5
2025-05-11 07:00:00,297,7,6,5,1,164.0,1221.375
2025-05-11 08:00:00,630,8,6,5,1,297.0,1212.25
2025-05-11 09:00:00,1094,9,6,5,1,630.0,1203.2916666666667
2025-05-11 10:00:00,1588,10,6,5,1,1094.0,1196.9166666666667
2025-05-11 11:00:00,1841,11,6,5,1,1588.0,1190.25
2025-05-11 12:00:00,2112,12,6,5,1,1841.0,1189.2916666666667
2025-05-11 13:00:00,2184,13,6,5,1,2112.0,1184.375
2025-05-11 14:00:00,2240,14,6,5,1,2184.0,1181.5416666666667
2025-05-11 15:00:00,2122,15,6,5,1,2240.0,1171.9166666666667
2025-05-11 16:00:00,2252,16,6,5,1,2122.0,1162.25
2025-05-11 17:00:00,2211,17,6,5,1,2252.0,1149.7083333333333
2025-05-11 18:00:00,1942,18,6,5,1,2211.0,1138.375
2025-05-11 19:00:00,1500,19,6,5,1,1942.0,1124.0
2025-05-11 20:00:00,1117,20,6,5,1,1500.0,1115.5
2025-05-11 21:00:00,759,21,6,5,1,1117.0,1104.7916666666667
2025-05-11 22:00:00,530,22,6,5,1,759.0,1095.6666666666667
2025-05-11 23:00:00,317,23,6,5,1,530.0,1083.5416666666667
2025-05-12 00:00:00,151,0,0,5,0,317.0,1072.0
2025-05-12 01:00:00,81,1,0,5,0,151.0,1064.375
2025-05-12 02:00:00,59,2,0,5,0,81.0,1060.5
2025-05-12 03:00:00,31,3,0,5,0,59.0,1057.4583333333333
2025-05-12 04:00:00,59,4,0,5,0,31.0,1056.5833333333333
2025-05-12 05:00:00,166,5,0,5,0,59.0,1060.2916666666667
2025-05-12 06:00:00,775,6,0,5,0,166.0,1085.75
2025-05-12 07:00:00,2036,7,0,5,0,775.0,1158.2083333333333
2025-05-12 08:00:00,3591,8,0,5,0,2036.0,1281.5833333333333
2025-05-12 09:00:00,1937,9,0,5,0,3591.0,1316.7083333333333
2025-05-12 10:00:00,1108,10,0,5,0,1937.0,1296.7083333333333
2025-05-12 11:00:00,1109,11,0,5,0,1108.0,1266.2083333333333
2025-05-12 12:00:00,1217,12,0,5,0,1109.0,1228.9166666666667
2025-05-12 13:00:00,1307,13,0,5,0,1217.0,1192.375
2025-05-12 14:00:00,1268,14,0,5,0,1307.0,1151.875
2025-05-12 15:00:00,1456,15,0,5,0,1268.0,1124.125
2025-05-12 16:00:00,2050,16,0,5,0,1456.0,1115.7083333333333
2025-05-12 17:00:00,3384,17,0,5,0,2050.0,1164.5833333333333
2025-05-12 18:00:00,3394,18,0,5,0,3384.0,1225.0833333333333
2025-05-12 19:00:00,2211,19,0,5,0,3394.0,1254.7083333333333
2025-05-12 20:00:00,1413,20,0,5,0,2211.0,1267.0416666666667
2025-05-12 21:00:00,931,21,0,5,0,1413.0,1274.2083333333333
2025-05-12 22:00:00,609,22,0,5,0,931.0,1277.5
2025-05-12 23:00:00,321,23,0,5,0,609.0,1277.6666666666667
2025-05-13 00:00:00,146,0,1,5,0,321.0,1277.4583333333333
2025-05-13 01:00:00,71,1,1,5,0,146.0,1277.0416666666667
2025-05-13 02:00:00,24,2,1,5,0,71.0,1275.5833333333333
2025-05-13 03:00:00,28,3,1,5,0,24.0,1275.4583333333333
2025-05-13 04:00:00,43,4,1,5,0,28.0,1274.7916666666667
2025-05-13 05:00:00,183,5,1,5,0,43.0,1275.5
2025-05-13 06:00:00,891,6,1,5,0,183.0,1280.3333333333333
2025-05-13 07:00:00,2469,7,1,5,0,891.0,1298.375
2025-05-13 08:00:00,4289,8,1,5,0,2469.0,1327.4583333333333
2025-05-13 09:00:00,2232,9,1,5,0,4289.0,1339.75
2025-05-13 10:00:00,1295,10,1,5,0,2232.0,1347.5416666666667
2025-05-13 11:00:00,1067,11,1,5,0,1295.0,1345.7916666666667
2025-05-13 12:00:00,1322,12,1,5,0,1067.0,1350.1666666666667
2025-05-13 13:00:00,1360,13,1,5,0,1322.0,1352.375
2025-05-13 14:00:00,1245,14,1,5,0,1360.0,1351.4166666666667
2025-05-13 15:00:00,1434,15,1,5,0,1245.0,1350.5
2025-05-13 16:00:00,2147,16,1,5,0,1434.0,1354.5416666666667
2025-05-13 17:00:00,4018,17,1,5,0,2147.0,1380.9583333333333
2025-05-13 18:00:00,3681,18,1,5,0,4018.0,1392.9166666666667
2025-05-13 19:00:00,2422,19,1,5,0,3681.0,1401.7083333333333
2025-05-13 20:00:00,1579,20,1,5,0,2422.0,1408.625
2025-05-13 21:00:00,1065,21,1,5,0,1579.0,1414.2083333333333
2025-05-13 22:00:00,729,22,1,5,0,1065.0,1419.2083333333333
2025-05-13 23:00:00,356,23,1,5,0,729.0,1420.6666666666667
2025-05-14 00:00:00,159,0,2,5,0,356.0,1421.2083333333333
2025-05-14 01:00:00,78,1,2,5,0,159.0,1421.5
2025-05-14 02:00:00,32,2,2,5,0,78.0,1421.8333333333333
2025-05-14 03:00:00,31,3,2,5,0,32.0,1421.9583333333333
2025-05-14 04:00:00,58,4,2,5,0,31.0,1422.5833333333333
2025-05-14 05:00:00,186,5,2,5,0,58.0,1422.7083333333333
2025-05-14 06:00:00,804,6,2,5,0,186.0,1419.0833333333333
2025-05-14 07:00:00,2324,7,2,5,0,804.0,1413.0416666666667
2025-05-14 08:00:00,4190,8,2,5,0,2324.0,1408.9166666666667
2025-05-14 09:00:00,2258,9,2,5,0,4190.0,1410.0
2025-05-14 10:00:00,1256,10,2,5,0,2258.0,1408.375
2025-05-14 11:00:00,1162,11,2,5,0,1256.0,1412.3333333333333
2025-05-14 12:00:00,1282,12,2,5,0,1162.0,1410.6666666666667
2025-05-14 13:00:00,1372,13,2,5,0,1282.0,1411.1666666666667
2025-05-14 14:00:00,1242,14,2,5,0,1372.0,1411.0416666666667
2025-05-14 15:00:00,1447,15,2,5,0,1242.0,1411.5833333333333
2025-05-14 16:00:00,2141,16,2,5,0,1447.0,1411.3333333333333
2025-05-14 17:00:00,3727,17,2,5,0,2141.0,1399.2083333333333
2025-05-14 18:00:00,3769,18,2,5,0,3727.0,1402.875
2025-05-14 19:00:00,2369,19,2,5,0,3769.0,1400.6666666666667
2025-05-14 20:00:00,1565,20,2,5,0,2369.0,1400.0833333333333
2025-05-14 21:00:00,1119,21,2,5,0,1565.0,1402.3333333333333
2025-05-14 22:00:00,778,22,2,5,0,1119.0,1404.375
2025-05-14 23:00:00,378,23,2,5,0,778.0,1405.2916666666667
